userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (318,9.72589768934995e-05) (2858,9.715300984680653e-05) (595,8.675128628965467e-05)* (2762,8.203421748476103e-05)* (356,7.991363963810727e-05) (2396,7.860505866119638e-05) (593,7.622223347425461e-05) (1197,7.588065636809915e-05) (34,7.534218457294628e-05) (364,7.197745435405523e-05) (1198,7.160907989600673e-05) (1196,6.84741316945292e-05) (1210,6.529257370857522e-05) (1259,6.403591396519914e-05) (2081,6.384050357155502e-05) (2078,6.375306111294776e-05) (1265,6.294687045738101e-05) (2080,6.291845056694001e-05) (2716,5.9942623920505866e-05) (110,5.8792084018932655e-05)
4824: (318,0.00011690716200973839)* (1196,0.00010547634883550927) (2858,0.00010437914170324802)* (2028,0.00010417882731417194)* (608,9.19733865885064e-05)* (1210,9.017148840939626e-05) (296,8.925285510485992e-05) (1270,8.303599315695465e-05) (1197,8.234663255279884e-05)* (110,8.18462940515019e-05) (356,7.370355888269842e-05)* (1265,7.121670932974666e-05) (858,7.115661719581112e-05)* (589,6.684993422823027e-05) (2762,6.630555435549468e-05) (1,6.290281453402713e-05)* (1617,6.236233457457274e-05) (1097,6.098363519413397e-05) (2324,5.76635284232907e-05)* (2997,5.721798152080737e-05)
4825: (2571,0.00013172508624847978)* (260,0.00012229291314724833) (589,0.00012070516095263883) (1196,0.00011348522821208462) (1210,0.00010380373714724556) (480,8.20081913843751e-05) (2028,7.745427137706429e-05) (1240,7.708268094575033e-05) (1198,7.584915874758735e-05) (2916,7.287314656423405e-05) (1197,6.81765959598124e-05) (1036,6.36553013464436e-05) (1291,6.310952448984608e-05) (1200,6.25089232926257e-05) (1610,6.223287346074358e-05) (1214,5.5672790040262043e-05) (2858,5.50832410226576e-05)* (593,5.487961971084587e-05) (296,5.312140638125129e-05) (780,5.199021325097419e-05)
4826: (2571,0.00017034546181093901)* (593,0.0001608313323231414) (110,0.00015213368169497699)* (1240,0.00013200393004808575) (318,0.00012539754970930517)* (1221,0.00011745151277864352) (1270,0.00010999030200764537) (2997,0.00010884974471991882) (608,0.00010116966586792842)* (1036,9.603667422197759e-05) (541,9.31050453800708e-05) (2716,9.278147626901045e-05)* (2628,9.21536484383978e-05) (1610,9.122450865106657e-05) (2355,9.122079063672572e-05) (3793,8.6984146037139e-05) (912,8.689438982401043e-05) (50,8.399673970416188e-05) (3114,8.383774547837675e-05) (2959,8.261422044597566e-05)
4827: (3114,0.0001513768802396953) (919,0.00012483299360610545) (1,0.00011463098780950531) (2997,0.00011254528362769634)* (588,0.00010584805568214506)* (912,0.00010472055873833597) (1148,9.957623842637986e-05)* (1028,9.606080857338384e-05) (3751,9.148869867203757e-05) (2078,8.894874918041751e-05) (920,8.851178426994011e-05) (2087,8.607360359746963e-05) (1230,8.565267489757389e-05) (2599,8.546191384084523e-05) (910,8.509616600349545e-05) (364,8.472822810290381e-05) (34,8.380071085412055e-05) (899,8.363580127479509e-05) (1304,8.291663834825158e-05) (2683,8.158734999597073e-05)
4828: (539,8.782271470408887e-05)* (1721,7.603886479046196e-05) (1265,7.166844443418086e-05) (11,7.136589556466788e-05) (1393,6.899145955685526e-05) (1307,6.687835411867127e-05) (587,5.8153651480097324e-05) (7,5.651909305015579e-05) (1784,5.5860084103187546e-05) (1,5.161931403563358e-05) (1569,5.1148253987776116e-05) (3255,5.046682417741977e-05) (17,4.729733700514771e-05)* (357,4.581779285217635e-05) (1674,4.5367942220764235e-05) (318,4.53499706054572e-05) (1923,4.3108262616442516e-05) (377,4.3066185753559694e-05) (34,4.262582660885528e-05) (500,4.249695484759286e-05)
4829: (1196,0.00022416883439291269) (593,0.0001550844608573243) (1270,0.00014062442642170936) (527,0.0001297245325986296) (1214,0.0001268113119294867) (457,0.00012358094681985676) (2628,0.00012308328587096184)* (1,0.00011694521526806056) (1097,0.00010508816922083497) (1356,9.977097943192348e-05)* (32,9.955459245247766e-05)* (924,9.91320630419068e-05)* (50,9.518771548755467e-05)* (1193,9.193494770443067e-05) (2355,8.381408406421542e-05)* (1206,8.041813998715952e-05)* (1259,7.721955626038834e-05)* (1213,7.593721966259181e-05) (2959,7.460589404217899e-05) (1036,7.428054232150316e-05)
4830: (1210,0.0001751258532749489)* (589,0.00014247960643842816) (2858,0.0001306561316596344) (480,0.00012636165774893016) (1270,0.00011860960512422025) (2762,0.00010573374311206862)* (2628,0.00010280702554155141)* (3114,9.951022366294637e-05)* (2028,9.938910079654306e-05)* (2396,9.764679271029308e-05) (1240,9.586558735463768e-05) (3175,8.542971772840247e-05)* (2355,8.495816291542724e-05) (457,8.455494389636442e-05) (1127,8.234482811531052e-05) (2916,8.23403024696745e-05) (3793,7.85068841651082e-05) (593,7.753838872304186e-05) (1265,7.726083276793361e-05) (1291,7.26784419384785e-05)
4831: (318,0.00017375033348798752)* (858,0.0001410233526257798) (912,0.0001075658219633624)* (1617,0.00010505819227546453)* (2997,0.00010308380296919495)* (1221,0.00010111863230122253) (1198,9.795879304874688e-05) (34,9.142605995293707e-05) (1196,9.109539678320289e-05) (260,9.100633178604767e-05) (1197,9.056686394615099e-05)* (356,8.577750122640282e-05) (2804,8.313770376844332e-05) (1307,7.976864435477182e-05) (908,7.833007111912593e-05) (1961,7.585853018099442e-05) (1210,7.431280391756445e-05) (904,6.892815872561187e-05)* (3421,6.801167910452932e-05) (2599,6.674203905276954e-05)
4832: (260,0.0001888115075416863) (1196,0.00018520660523790866)* (2858,0.00017296805162914097)* (2571,0.0001403590285917744)* (1270,0.00013676616072189063)* (110,0.00012601097114384174) (527,0.00012521505414042622) (858,0.00010843035124707967) (480,0.00010491831199033186) (2918,0.00010034458682639524) (356,9.78604075498879e-05) (296,9.776117076398805e-05)* (457,9.387172030983493e-05) (1,8.9688939624466e-05) (1291,8.967101894086227e-05)* (2000,8.772208821028471e-05)* (3114,8.7127678852994e-05) (2997,8.619374420959502e-05) (1307,8.221622556447983e-05) (1617,7.782415923429653e-05)
4833: (1210,0.00016056357708293945) (1198,0.00014931480109225959) (2858,0.00012836838141083717) (2571,0.00010912051948253065)* (1097,0.00010771834058687091) (2716,0.0001054044405464083)* (1240,0.00010066471440950409) (2396,9.828340262174606e-05) (858,9.502389002591372e-05) (589,9.430868522031233e-05) (480,8.93038377398625e-05) (2028,8.817549678497016e-05) (1,8.362684457097203e-05) (3578,7.701956201344728e-05) (2997,7.668093894608319e-05) (3793,7.487477705581114e-05) (1193,7.181709952419624e-05) (527,6.737129297107458e-05) (1200,6.659553764620796e-05) (2683,6.657516496488824e-05)
4834: (2858,0.0001793119008652866) (2028,0.00015003577573224902) (1210,0.0001357201108476147) (1196,0.00013282682630233467)* (589,0.00012726512795779854) (318,0.00012567661178763956)* (858,0.00012537531438283622)* (1198,0.00012354807404335588)* (608,9.804701403481886e-05)* (2997,9.566035441821441e-05) (457,9.565823711454868e-05)* (356,9.111047984333709e-05) (1,7.93979997979477e-05) (2355,7.590059249196202e-05) (1704,7.458107575075701e-05) (2716,7.200527761597186e-05)* (1259,7.126788113964722e-05)* (1240,7.014457514742389e-05) (912,6.891140947118402e-05) (1214,6.777792441425845e-05)*
4835: (2028,0.0001951500598806888)* (1210,0.00019463585340417922) (110,0.00016653421334922314) (527,0.0001646734308451414) (480,0.00015830881602596492) (608,0.0001581357792019844) (1240,0.0001505090040154755) (1197,0.00013892847346141934) (50,0.00013796135317534208)* (2997,0.0001255329989362508) (1213,0.00012210456770844758) (1580,0.00012118824088247493) (858,0.00012113037519156933) (1214,0.00012013520608888939) (2916,0.00011783898662542924) (1270,0.00011571233335416764) (1610,0.00011425944830989465) (1200,0.0001113518446800299) (3793,0.00010877311433432624) (3578,0.00010842501797014847)
4836: (2762,6.200140342116356e-05) (2959,6.161068449728191e-05) (858,5.696167499991134e-05) (2599,5.623235847451724e-05) (3578,5.445674469228834e-05) (1196,5.441281609819271e-05) (3160,5.3575538913719356e-05) (2396,5.225940913078375e-05) (1193,5.1811293815262616e-05) (223,5.033078559790738e-05) (1213,4.907707261736505e-05) (3897,4.837934102397412e-05) (296,4.818179877474904e-05) (608,4.677385732065886e-05) (318,4.606208312907256e-05)* (1210,4.524592441157438e-05) (1617,4.396506483317353e-05) (2908,4.269734563422389e-05) (2692,4.19422285631299e-05) (3408,4.152092878939584e-05)
4837: (2288,7.263373845489696e-05)* (3499,6.761746044503525e-05)* (1347,5.7465942518319935e-05)* (1345,5.7299508625874296e-05)* (2455,5.2791725465795025e-05)* (968,5.274029172142036e-05) (2459,5.063604112365283e-05) (260,5.054730718256906e-05) (589,5.052477354183793e-05) (2657,4.666215318138711e-05) (2571,4.642030762624927e-05) (3081,4.38720962847583e-05) (3018,4.17853552789893e-05) (1219,4.1325543861603364e-05) (1968,4.119037475902587e-05) (2644,3.9242680941242725e-05) (1200,3.866399129037745e-05) (2710,3.825375824817456e-05)* (366,3.818589175352827e-05) (610,3.7537603930104524e-05)
4838: (2028,4.949022695655003e-05) (1704,4.818666275241412e-05) (593,4.346860441728495e-05) (110,4.3383373849792406e-05) (296,3.7863836041651666e-05) (150,3.738906525541097e-05) (457,3.6582889151759446e-05) (480,3.6147714126855135e-05) (356,3.203660889994353e-05) (608,3.0016501114005223e-05) (1610,2.992180088767782e-05) (1408,2.8408863727236167e-05) (1580,2.840842353180051e-05) (3753,2.783742093015462e-05) (2268,2.783343370538205e-05) (50,2.6528687158133835e-05) (3418,2.61438763118349e-05) (1784,2.55890245171031e-05) (733,2.5426415959373116e-05) (1265,2.5166064006043598e-05)
4840: (2396,0.00010415472206659615) (593,0.00010404533531982452) (2028,9.892725211102515e-05) (2858,9.120976028498262e-05) (3114,7.842946070013568e-05) (608,7.508699491154402e-05) (1198,7.375908899120986e-05) (1196,7.253952935570851e-05) (296,7.040054333629087e-05) (260,7.0178386522457e-05) (1210,6.798734830226749e-05) (457,6.776545342290774e-05) (1213,6.728227890562266e-05) (1721,6.604454392800108e-05) (2355,6.558578024851158e-05) (2571,6.510134699055925e-05) (919,6.405197200365365e-05) (858,6.382961146300659e-05) (110,6.30791109870188e-05)* (1197,6.192476575961336e-05)
4841: (1196,0.00021711370209231973) (2858,0.00018370174802839756)* (2571,0.0001599226816324517) (1240,0.0001426661474397406) (589,0.0001304664765484631) (1214,0.00012854764645453542) (593,0.00012450592475943267) (2028,0.00012442174192983657) (527,0.00011839077342301607) (1200,0.00011369214917067438) (1221,0.00011133365478599444) (318,0.00010512278822716326) (1193,0.00010499965719645843) (608,0.00010347507486585528) (1270,0.00010157433280255646) (110,9.682500967755914e-05) (750,9.275654156226665e-05) (2396,9.189426054945216e-05) (1617,9.122982737608254e-05) (924,8.799100032774732e-05)
4842: (2396,8.127139881253242e-05) (2762,7.234038639580831e-05)* (2599,6.483475590357557e-05) (1198,6.466655031545088e-05) (318,6.384894368238747e-05)* (608,5.943809446762316e-05) (2028,5.721402703784406e-05) (593,5.700668043573387e-05) (1617,5.624017649097368e-05) (1193,5.5921766033861786e-05) (2395,5.310107007971965e-05) (2571,5.2523158956319094e-05) (296,5.2485378546407446e-05) (1221,5.1770690333796665e-05) (2959,5.17639382451307e-05) (1213,4.823957715416327e-05) (3160,4.814518615603447e-05) (3114,4.781995448865928e-05) (913,4.6671444579260424e-05)* (2355,4.664844527724199e-05)
4843: (527,0.00010631432087393478) (318,0.00010030298290075734) (1213,8.31369252409786e-05) (1230,8.212850661948323e-05) (919,7.795266719767824e-05) (1207,7.280290446942672e-05) (296,7.254291995195672e-05) (2858,7.230337359942496e-05) (908,7.099677168298513e-05) (1252,6.696197669953108e-05) (1617,6.664719694526866e-05) (904,6.544526695506647e-05) (2396,6.119127647252753e-05) (1208,5.993582817609422e-05) (1250,5.727320603909902e-05) (1267,5.646575664286502e-05) (750,5.541210339288227e-05) (3006,5.487220187205821e-05) (34,5.4373365856008604e-05) (920,5.42358320672065e-05)
4844: (2858,0.00020347439567558467) (318,0.00017892222967930138) (2396,0.00017885846318677068)* (593,0.00017104746075347066) (527,0.00016531956498511136) (2028,0.00015558808809146285) (1213,0.0001467140536988154) (356,0.0001400431210640818) (3114,0.00013608895824290812) (3408,0.0001328582438873127) (1,0.0001327913923887536) (260,0.00013066534302197397) (608,0.00012908675125800073)* (2355,0.00012488331412896514) (1193,0.00012097060971427709) (858,0.00011962185817537829) (110,0.00011773491132771596)* (50,0.00011638079740805551) (1704,0.00011212500976398587) (3753,0.00010911826393567026)
4845: (318,6.119167665019631e-05) (1265,6.042386667104438e-05)* (912,5.091280763735995e-05) (296,4.982073369319551e-05) (2324,4.68213802378159e-05) (17,4.574713238980621e-05)* (899,4.314330726629123e-05) (34,4.306987102609128e-05) (1183,4.12015724577941e-05) (2289,4.0624599932925776e-05) (1041,3.9903257857076824e-05) (1704,3.912448664777912e-05) (1213,3.887095954269171e-05) (2599,3.8183694414328784e-05) (1393,3.7799854908371344e-05)* (1225,3.72182548744604e-05) (1247,3.639500209828839e-05) (593,3.622299118433148e-05) (914,3.615439709392376e-05) (1617,3.588302570278756e-05)
4846: (2706,7.910923159215599e-05) (2683,7.528645073762164e-05) (2959,6.963752821320668e-05) (2028,5.8197667385684326e-05) (2700,5.7189616200048476e-05) (1270,5.6402950576739386e-05) (2000,5.580972720053978e-05) (223,5.5190626881085336e-05) (2791,5.49511969438754e-05) (2716,5.397135464590974e-05) (11,5.2077310101594776e-05) (2572,4.987215288565494e-05) (1968,4.938709025736898e-05) (356,4.881161657976918e-05) (1784,4.823783092433587e-05) (3147,4.733056994155049e-05) (2694,4.628136593964882e-05) (2918,4.56193411082495e-05) (3081,4.5165670599089935e-05) (3255,4.4525611883727834e-05)
4847: (2858,0.00016779058205429465) (1196,0.00016698391118552536) (1221,0.00014155676763039082) (527,0.0001343946933047846) (1213,0.00012465282634366304)* (912,0.00011530592746566981) (2028,0.00011285339860478416) (1214,0.00010754611867014319)* (1240,0.00010301540169166401) (1225,9.950689855031669e-05) (924,9.905292972689494e-05) (1197,9.559141471982002e-05)* (1210,9.492260869592428e-05) (111,9.276504715671763e-05) (2571,9.174145088763908e-05) (908,8.43777961563319e-05) (1206,8.097648969851434e-05) (1200,8.036025974433869e-05) (2804,7.843767525628209e-05) (1267,7.550446753157303e-05)
4848: (260,0.00016397336730733514) (2571,0.0001594789937371388) (1210,0.00015710033767390996) (1196,0.00012421865540090948)* (2916,0.00010922294313786551) (1610,0.00010307506454410031) (1580,0.00010273226507706568)* (1036,9.827491157921031e-05) (2628,9.753177437232807e-05) (1200,8.622236055089161e-05) (1214,8.585434989072382e-05) (1270,8.05042072897777e-05) (1291,7.757024286547676e-05) (1356,7.744659524178132e-05) (3578,7.162343536037952e-05) (3753,6.987740925978869e-05) (733,6.829995254520327e-05) (1097,6.667173147434369e-05) (2000,6.617546750931069e-05) (380,6.527662480948493e-05)
4849: (2858,0.00011949812324019149) (2028,9.858990233624354e-05)* (110,9.119330934481695e-05)* (1197,8.61335574882105e-05)* (2571,8.068502938840538e-05) (3114,7.445011578965932e-05) (589,7.410230318782851e-05) (2355,7.315848779398948e-05) (1,7.037310570012778e-05) (318,7.010978151811287e-05) (1721,6.651921285083517e-05) (2396,6.452519301092252e-05) (2791,6.393330113496631e-05) (1580,6.180316268000752e-05) (1127,6.0630234656855464e-05) (2000,5.9925627283519134e-05) (3793,5.990397039568052e-05) (2987,5.7205579651053995e-05) (1307,5.717351086786948e-05) (1240,5.576734110945836e-05)
4850: (2858,0.0001275472022825852) (2028,0.00012658884224947542) (1210,0.00010254076187266037) (593,9.921694436343387e-05)* (480,9.843090083450079e-05) (318,9.481060988036916e-05) (3578,9.309233428211883e-05) (1198,9.273198520531878e-05) (589,9.217075421474874e-05) (457,8.492382039548829e-05) (260,8.446245192317292e-05) (3114,8.116531535051763e-05) (2571,8.066566078923643e-05) (356,7.777783321216702e-05) (1721,7.549636211479083e-05) (3408,7.522600935772061e-05) (2396,7.521288353018463e-05) (1580,7.353039109148085e-05) (1,7.188096060417593e-05) (1197,6.887982453918085e-05)
4851: (2858,0.0001594377390574664) (2694,0.00013059515913482755)* (223,0.00012345054710749537) (2841,0.00011999804701190442) (2707,0.00011975182860624045) (2881,0.00011858009384013712) (1210,0.00011740742775145918) (2688,0.00011712143168551847) (3793,0.00011451562022557482) (2355,0.00011413713946240023) (3005,0.00011093058856204152) (3408,0.00010927428229479119) (2599,0.00010846488294191658) (316,0.00010803635086631402) (480,0.00010591212048893794) (2997,0.00010576659406069666) (2605,0.00010528245911700651) (2716,0.00010461735655553639) (2762,9.749094169819728e-05) (1093,9.475365368416533e-05)
4852: (1221,0.00014378281775861979) (1225,0.00010942903463728726) (1196,0.00010865361400647089) (1304,0.00010582282993709669)* (750,0.00010431493865326047) (1252,0.00010204864520346746) (1208,9.970054816221818e-05) (1198,9.944684279616922e-05) (924,9.700101509224623e-05)* (1267,9.164005314232782e-05)* (923,9.10422095330432e-05)* (541,8.389470895053819e-05) (1213,8.236157736973837e-05) (1262,8.229812374338508e-05)* (1234,7.809068483766168e-05) (913,7.755608385195956e-05) (1299,7.574488699901849e-05)* (1203,7.464998634532094e-05) (1953,7.436137093463913e-05) (296,7.09439191268757e-05)
4853: (260,0.0002415138587821275) (1210,0.0001901160430861637) (2571,0.00018731059390120208) (1240,0.00018093353719450533)* (1214,0.00014459394151344895) (480,0.00014264027413446456)* (2916,0.00012442520528566092) (1198,0.00012239417992532253)* (2628,0.0001144829293480143) (924,0.00010714976815506816) (2858,0.00010400742030469701) (1356,9.817632235353813e-05) (110,9.71108820522204e-05) (2028,9.292973845731467e-05)* (1097,9.189396223518997e-05) (2529,8.992304356070235e-05) (3527,8.922127017285675e-05) (750,8.820377115625888e-05) (3471,8.556388638680801e-05) (1206,8.374464232474566e-05)
4854: (912,8.388460264541209e-05)* (913,5.928010068600997e-05) (969,5.576350667979568e-05)* (2186,5.536075332202017e-05)* (1267,5.393885658122599e-05) (908,5.236558718024753e-05) (1247,5.121793583384715e-05)* (923,5.078356480225921e-05) (930,4.8710036935517564e-05) (594,4.388821616885252e-05) (905,4.3741507397498935e-05) (1254,4.285820250515826e-05) (1204,4.271373836672865e-05) (916,4.053133670822717e-05) (1219,4.0347164031118155e-05) (1248,4.014684964204207e-05) (2080,3.962543632951565e-05) (922,3.860503056785092e-05)* (1193,3.848163032671437e-05) (858,3.833028313238174e-05)
4855: (2571,0.00015383269055746496) (260,0.00014803593512624502) (2028,0.00012327944568824023) (110,0.00010955136531265453)* (1198,9.862564911600202e-05) (1580,9.735822823131457e-05) (1,9.372084605274722e-05)* (1610,8.536531095160171e-05)* (356,8.148742927005515e-05) (2916,7.814046693965793e-05) (1704,7.807508518453687e-05) (2858,7.614909554831684e-05) (1265,7.451852434314787e-05) (296,7.293178350664675e-05) (3114,6.765172292944044e-05)* (1036,6.640509673161432e-05) (608,6.626424874411896e-05) (858,6.537347508128732e-05) (2396,6.288738222792745e-05) (50,6.072617179597728e-05)
4856: (1252,8.853493636706844e-05) (908,7.446404924849048e-05) (923,7.271669164765626e-05) (904,7.05041820765473e-05) (750,7.038561307126656e-05) (858,6.899837171658874e-05) (1284,6.88935469952412e-05) (608,6.463830504799262e-05) (1230,6.400112761184573e-05)* (913,6.11721770837903e-05) (1221,5.974748273729347e-05) (1212,5.895404319744557e-05) (903,5.496997619047761e-05) (1260,5.408098149928264e-05)* (1193,5.387271448853426e-05) (1617,4.894811718259007e-05) (1207,4.83325966342818e-05) (1213,4.831175829167478e-05) (1247,4.7483754315180704e-05)* (942,4.698901830124669e-05)
4857: (457,0.00024282984668388963) (110,0.00023760432668495923)* (589,0.00022798388090450317) (318,0.00022089882986620069) (1210,0.0002032500779023394) (2858,0.000191310333320871) (296,0.00018002970318775624) (858,0.00017801074136514217) (2628,0.00017155746172647923) (50,0.0001673276419751346)* (1196,0.00016236721421591938) (1213,0.00015921390149742365) (1617,0.00015269801951944828)* (1198,0.00014731693954672664) (733,0.0001467590918764472) (3578,0.0001457041216781363) (2916,0.00014373903104569763) (1704,0.00014372119039762765) (3753,0.000136787275550887) (356,0.00012633537699002773)
4858: (260,0.00014171353541314602)* (858,0.00012280959344934672) (608,0.00011669795640045777) (2028,0.00011536190140759572)* (1193,0.00010710816422943026)* (1617,0.0001036095927702263) (296,9.953568951459602e-05)* (2571,9.40605896175839e-05) (1213,9.335639333585277e-05)* (1210,9.1374728071969e-05) (110,8.860482921591029e-05) (2396,8.538051770301536e-05) (3578,8.067054295679554e-05) (912,8.028222509892657e-05) (750,7.551601447630674e-05) (924,7.45967699913308e-05)* (1214,7.415942673105747e-05) (2959,7.37763402867131e-05)* (480,7.047006511129439e-05) (2599,6.828895129729062e-05)
4859: (2396,9.815339581109583e-05)* (2858,9.79071410256438e-05) (1265,9.276738273911178e-05)* (1,8.400815568165854e-05) (3114,7.108542922651395e-05) (34,7.09307350916788e-05) (2791,7.045528764137998e-05) (318,7.03218174749054e-05) (1079,6.664464308414608e-05) (1784,6.313720223261043e-05) (1196,6.305547867668793e-05) (2762,5.998017149977386e-05) (2797,5.97772013861686e-05) (11,5.948968464508653e-05) (2804,5.8568348322296515e-05) (1097,5.77957762288861e-05) (539,5.764684465248138e-05) (593,5.727597454097122e-05) (1136,5.631661042571068e-05) (1721,5.5263029935304075e-05)
4860: (2858,0.00015628369874320924) (1196,0.00013848488742951304) (593,0.00013390820822678506)* (589,0.0001290954096475616) (2028,0.00012793367204722017) (1198,0.00012559257447719574) (858,0.00012257552589289844) (1210,0.00011791032738983631) (110,0.00011100063420599326) (527,0.00010830190876731649) (50,0.00010081483196699992)* (1240,9.508858056506142e-05) (2396,9.505976777290925e-05) (318,9.477274579694495e-05) (1221,9.20062157092616e-05) (1036,9.017307456815615e-05) (1197,9.002014121506363e-05) (1610,8.373743912670761e-05) (480,8.195200643967837e-05) (1214,7.9719589848537e-05)
4861: (2858,0.00013257389946375042)* (2997,9.1802459792234e-05) (2762,8.987701585283503e-05) (2028,7.550007285317406e-05) (608,7.493365410482511e-05) (2396,7.358382572419941e-05) (589,7.057156472001225e-05) (1213,6.645422399742529e-05) (50,6.008596028550528e-05)* (2959,5.916983718634583e-05) (3114,5.916408554185182e-05) (3578,5.695038635167293e-05) (1197,5.455326390801929e-05) (2599,5.4052106861490756e-05) (1704,5.083265932626091e-05) (2355,5.029543535783887e-05) (3160,4.976273703505285e-05)* (480,4.9702375690685585e-05) (34,4.885058297077194e-05) (1148,4.743802492157556e-05)
4862: (589,0.0002653790288604796)* (480,0.00015343060658778995) (541,0.00015282609092537314) (110,0.00015062600141391158) (457,0.00014527334133163095) (858,0.00014264047786127776) (2916,0.00013129600847605616) (1291,0.00012439869169611484) (1270,0.00012381887063384056)* (1197,0.0001233897783095017) (2858,0.00012019865243928507)* (593,0.0001182692576549016) (1580,0.00011204474867554381) (924,0.00010351887613069266)* (3702,0.00010286574251949787) (1097,0.00010062376532005146) (2628,0.00010039425251306966) (2529,0.00010005475633079186)* (1221,0.00010004955402109772) (3703,9.943479381036013e-05)
4863: (2396,0.00014929754252079874) (539,0.00011589684436330572) (39,0.00011160450230818242) (3255,0.00011045022256439552) (357,0.00010254397056996822) (597,0.00010073270095745102) (356,9.687456622486934e-05) (1784,9.448630589758977e-05) (440,9.312383917858824e-05) (1569,8.790379069978371e-05) (1,8.537856047041714e-05) (7,8.228906517615542e-05)* (3114,8.17078907857649e-05)* (2424,8.069159230217338e-05) (2797,7.932333392091095e-05)* (34,7.787749927956611e-05) (2321,7.614643254783005e-05) (1079,7.545394328190014e-05) (3671,7.308598287636414e-05) (1356,7.022365753073245e-05)
4864: (318,0.00015653371519874781) (593,0.0001462335785618052) (260,0.00014482898404821754) (608,0.0001394901773892343) (1196,0.00013108151324559003) (2762,0.00012961287575308233) (1136,0.00012809602776542306) (2028,0.0001239733537659049) (1198,0.00012229180720169097) (1270,0.00012128719390602782) (527,0.00011725057993317023) (296,0.00011650227679638192) (1210,0.00011641628225333989) (858,0.0001151574106188491) (1193,0.00011125245509902015) (2716,0.00011119462578790262) (1259,0.00010732058581197634) (2571,0.00010724627645686269) (589,0.00010687697067623958) (2804,0.00010622806439641863)
4865: (858,0.00012665902613662183)* (318,0.00010117708006873727) (1193,0.0001002162171062082)* (1221,9.20892707654275e-05) (296,8.388658898184076e-05) (1617,8.307109237648547e-05) (1230,8.213404362322763e-05) (908,8.187622734112665e-05)* (2028,8.135886309901252e-05) (1196,8.129794878186658e-05) (2396,7.970439037308097e-05) (1225,7.783364708302543e-05)* (904,7.629163155797869e-05) (750,7.509256829507649e-05) (1252,7.055126479826868e-05) (1247,6.545756332343444e-05) (924,6.483490869868547e-05) (1267,6.433264934457839e-05) (50,6.385635060723871e-05) (913,6.037125058355741e-05)
4866: (2918,7.460835331585258e-05) (1307,6.62515449221246e-05)* (1210,6.523416959680617e-05) (1197,6.211891013663262e-05) (2797,5.871713437954895e-05) (2000,5.4954445658950135e-05) (3421,5.131985744810663e-05) (1,5.045818033977412e-05) (1259,5.006450737710111e-05) (3552,4.9743532144930214e-05) (1136,4.966836786479689e-05) (1097,4.7617901145713404e-05) (260,4.677431934396736e-05) (1196,4.585402712109499e-05) (2804,4.560465822578408e-05) (3361,4.375126809463836e-05) (3210,4.3192136217840016e-05) (1198,4.19576172134839e-05) (539,4.148989683017135e-05) (11,4.107081622350961e-05)
4867: (260,0.00015614433505106717)* (1196,0.0001474586024414748)* (2396,9.754722123034298e-05)* (3114,8.926155715016648e-05)* (1240,8.204362529795617e-05)* (608,8.059058018261567e-05)* (1136,7.692715735174716e-05)* (527,7.656744128325954e-05)* (2028,7.45003271731548e-05) (356,6.771237531211227e-05)* (2918,6.75258634146303e-05)* (1617,6.625332753174007e-05) (2791,6.592540012206882e-05)* (2355,6.3440362282563e-05) (32,6.0817645135102794e-05)* (2599,6.029732685419731e-05)* (110,5.976819738862105e-05) (1225,5.48588577657938e-05)* (1213,5.438667722046375e-05) (2324,5.354348832042888e-05)*
4868: (260,0.00020374309679027647)* (1210,0.00014998248661868274)* (480,0.00013273391232360154) (110,0.00011371204891474918) (2628,0.00010991151066264138) (541,0.00010942565859295428) (2028,0.00010391036630608141) (1270,0.00010044890223070979) (1198,9.372898057335988e-05) (3793,9.06829081941396e-05)* (32,8.119107951642945e-05) (1356,7.992338942131028e-05) (1197,7.954512693686411e-05) (3175,7.76715314714238e-05) (2997,7.736862607998773e-05) (1127,7.668437319807708e-05)* (2959,7.049845589790493e-05) (1584,6.98103176546283e-05) (2716,6.501920870505273e-05) (2529,6.399363337550312e-05)
4869: (608,8.969154441729188e-05)* (593,8.795544999884441e-05) (527,8.561065624235198e-05) (296,8.153385715559125e-05)* (1617,7.133350300136954e-05) (2599,6.67865460854955e-05) (1213,6.561660120496526e-05) (2028,6.51438458589837e-05) (1704,5.7131703215418383e-05) (2959,5.407116987043992e-05) (2336,5.286498708301224e-05) (3176,5.1603969041025266e-05) (1210,5.153584061190486e-05) (1265,5.151501318323426e-05) (1225,4.937525955028832e-05)* (2324,4.870760676567443e-05) (3006,4.776340938406065e-05) (1221,4.7688474296592176e-05) (912,4.7284884203691036e-05) (34,4.622743290383369e-05)
4870: (260,8.463548147119582e-05) (1196,7.482476939912885e-05) (541,6.371908239088953e-05) (858,6.366321031237021e-05) (593,6.129106623120606e-05) (750,6.027179551892914e-05) (2858,5.8588611864252016e-05) (608,5.8179855841444805e-05) (527,5.660403985530138e-05) (2396,5.231630348134786e-05) (1197,5.148426134837791e-05) (1240,5.127724216436036e-05) (1193,5.1188944780733436e-05)* (318,4.940281723975204e-05) (919,4.9012665840564296e-05) (1198,4.8347486881539226e-05) (2028,4.763156539411284e-05) (1097,4.74965781904757e-05) (1617,4.668315523304045e-05) (589,4.5263954234542325e-05)
