userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2858,14.890045166015625) (2396,14.315960884094238) (593,13.95844841003418) (318,13.902490615844727) (858,13.371723175048828) (1196,13.35035514831543) (1193,13.177972793579102)* (1198,13.17405891418457) (912,13.164117813110352) (1197,12.978717803955078) (2762,12.956230163574219)* (1225,12.740355491638184) (1265,12.728422164916992) (34,12.527816772460938) (356,12.313689231872559) (1617,12.16653060913086) (1259,12.082703590393066) (1307,12.074316024780273) (1210,12.057555198669434) (2997,11.875787734985352)
5599: (318,15.768460273742676) (2762,15.628436088562012)* (527,15.136774063110352) (593,15.120939254760742) (608,14.587423324584961) (1265,13.980071067810059)* (296,13.823934555053711) (1704,13.669660568237305) (1617,13.210426330566406) (1784,13.189708709716797) (50,12.784627914428711) (1,12.602571487426758) (2324,12.585866928100586) (34,12.489509582519531) (1213,12.344280242919922) (1193,11.907538414001465) (1307,11.758881568908691) (1197,11.657842636108398) (150,11.608831405639648) (1641,11.537294387817383)
5600: (2396,22.887405395507812) (608,21.614486694335938) (593,21.493118286132812) (1265,21.276103973388672) (858,20.664331436157227) (1225,20.151735305786133)* (1307,20.113792419433594)* (2762,19.96805191040039)* (2997,19.579814910888672)* (1198,19.54256820678711) (1617,19.274076461791992) (1259,19.157957077026367) (296,18.971515655517578) (2028,18.827791213989258) (1247,18.694801330566406) (1097,18.421010971069336) (2918,18.067779541015625) (2324,17.889820098876953) (1213,17.77249526977539) (50,17.715229034423828)
5601: (858,18.666488647460938)* (593,17.95425033569336) (2858,17.760353088378906) (527,17.289644241333008) (1193,17.279985427856445) (260,16.804832458496094)* (296,16.662273406982422) (318,16.54397201538086) (1196,16.540327072143555) (912,16.350994110107422) (1198,16.26774024963379)* (2028,15.945036888122559) (1213,15.693421363830566) (1225,15.44849967956543) (1230,14.994684219360352) (1136,14.945066452026367) (1197,14.93606185913086)* (750,14.778064727783203) (2997,14.626221656799316) (923,14.566039085388184)
5602: (608,15.478372573852539) (593,15.424524307250977) (318,15.30125617980957) (2762,14.600561141967773) (296,14.271970748901367) (1617,14.074962615966797)* (2028,13.584028244018555)* (1193,13.401345252990723) (50,13.346662521362305) (1213,12.825319290161133) (260,12.699689865112305)* (34,12.602645874023438) (1196,12.589090347290039) (2599,12.506584167480469)* (1198,12.413124084472656) (1259,12.31999397277832) (1704,12.193302154541016) (912,12.177106857299805) (1225,12.172027587890625) (2324,12.152945518493652)
5603: (1193,18.89611053466797) (1225,18.760347366333008) (608,18.60957145690918) (1247,18.442020416259766) (2858,18.36832046508789) (527,17.84095001220703) (858,17.218963623046875) (923,17.161762237548828) (1207,17.13427734375) (318,16.850711822509766) (908,16.849117279052734) (1244,16.70041275024414) (1252,16.607177734375) (2997,16.52493667602539) (919,16.459426879882812) (34,16.232070922851562) (1094,16.21735191345215) (111,16.215839385986328) (904,16.140005111694336) (593,16.093257904052734)
5604: (2858,23.505077362060547) (318,21.94281005859375)* (912,21.44342803955078)* (858,21.44158935546875) (2396,21.08664321899414) (1230,20.990365982055664) (1617,20.517702102661133) (296,20.28188705444336) (1247,20.201133728027344) (2997,19.85332489013672) (1213,19.506654739379883) (908,19.160221099853516) (923,19.033784866333008) (1207,18.928409576416016) (1252,18.699539184570312) (50,18.47170639038086) (34,18.406009674072266) (1094,18.298797607421875) (1221,18.237548828125) (904,18.170991897583008)
5605: (260,24.062026977539062) (593,23.772659301757812) (608,23.214496612548828) (318,22.646621704101562) (2762,22.526641845703125) (858,22.443164825439453) (2028,21.876110076904297) (1210,21.682601928710938) (1270,21.557247161865234)* (1617,21.51700210571289) (296,21.206714630126953) (1265,21.126426696777344) (1193,20.985572814941406) (1,20.8382511138916) (2571,20.695329666137695) (1259,20.323396682739258) (912,20.238357543945312) (1097,20.219526290893555) (34,19.17876434326172) (1221,19.008970260620117)
5606: (2396,11.464656829833984) (2858,10.760128021240234) (1784,9.839600563049316) (527,9.784996032714844) (1265,9.442182540893555) (1704,9.420148849487305) (2762,9.382651329040527) (1721,9.305586814880371) (597,9.185934066772461) (357,8.949007034301758) (3408,8.941530227661133) (539,8.865266799926758) (34,8.863368034362793) (2324,8.805095672607422) (593,8.651952743530273) (1307,8.587979316711426) (2997,8.581371307373047) (39,8.507375717163086) (150,8.477672576904297) (2336,8.417835235595703)
5607: (2997,16.2706356048584) (2762,16.098234176635742) (1265,16.064786911010742)* (318,16.019424438476562) (593,15.894070625305176) (608,15.758049011230469) (527,15.343620300292969) (1197,15.10906982421875) (296,14.895733833312988) (356,14.625638008117676) (1617,14.35266399383545) (2599,14.29540729522705)* (2028,14.209785461425781) (50,13.999490737915039) (34,13.984697341918945) (1259,13.748517990112305) (260,13.716066360473633) (2716,13.669617652893066)* (3114,13.623384475708008) (858,13.578174591064453)
5608: (608,13.376972198486328)* (2997,12.960199356079102) (527,12.497261047363281) (2396,12.030865669250488) (1193,11.915056228637695) (296,11.862493515014648)* (593,11.783681869506836) (1230,11.558382034301758) (2599,11.503064155578613) (1213,11.308526039123535) (1617,11.272092819213867) (2324,10.969996452331543) (1225,10.87215518951416) (2289,10.635857582092285) (1094,10.568774223327637) (912,10.539152145385742) (1247,10.517618179321289) (858,10.441065788269043) (50,10.367805480957031) (111,10.192415237426758)
5609: (1230,16.278499603271484) (1252,16.0689754486084) (1247,15.412544250488281) (608,15.03663444519043) (1225,15.010383605957031) (904,14.9431734085083) (111,14.857328414916992)* (750,14.373390197753906)* (527,13.745038986206055) (1244,13.58745002746582) (1952,13.544822692871094) (1267,13.535931587219238) (903,13.341484069824219) (1204,13.293638229370117) (1250,13.15102481842041) (1617,13.062845230102539) (910,13.037309646606445) (913,13.033858299255371) (924,12.948585510253906) (1208,12.921506881713867)
5610: (2858,17.78946304321289) (593,16.783748626708984) (527,16.701927185058594) (1193,14.8974027633667) (1617,14.891130447387695) (858,14.881387710571289) (2396,14.57513427734375) (1213,14.534954071044922)* (50,14.301671981811523) (2997,14.27951717376709) (1704,13.51262378692627) (1225,13.411584854125977) (912,13.013557434082031) (1265,12.995487213134766) (1221,12.705423355102539) (1259,12.625750541687012) (34,12.534622192382812) (1198,12.517637252807617) (1196,12.391993522644043) (1247,12.251779556274414)
5611: (589,14.394784927368164) (260,14.335180282592773) (1196,13.718564987182617) (2571,13.664827346801758)* (1210,13.663660049438477) (1240,13.536828994750977) (480,12.840184211730957) (1200,12.255983352661133) (2916,11.877150535583496) (457,11.575969696044922) (1291,11.559003829956055) (2028,11.500951766967773) (1580,11.422382354736328) (1270,10.813809394836426)* (2628,10.708841323852539) (2000,10.68776798248291) (3527,10.590132713317871) (541,10.474488258361816) (858,10.448734283447266) (780,10.441533088684082)
5612: (2396,10.033687591552734) (2858,9.780431747436523) (919,9.397319793701172) (912,9.319355964660645) (1193,9.186318397521973) (527,9.08747673034668) (1225,8.990306854248047) (1307,8.881021499633789) (318,8.778822898864746) (2762,8.737689971923828) (1265,8.736700057983398) (1270,8.729537963867188) (260,8.660476684570312) (593,8.649824142456055) (1198,8.642822265625) (608,8.635774612426758) (1197,8.630365371704102) (356,8.608771324157715) (1230,8.595796585083008) (1196,8.490878105163574)
5613: (608,16.4171199798584) (593,15.99072265625) (858,15.893012046813965) (2396,15.808844566345215)* (1197,15.7181978225708) (260,15.627819061279297) (527,15.55046272277832) (318,15.49892807006836) (1196,15.454816818237305) (1265,15.251245498657227) (1193,15.234914779663086) (1198,15.20171070098877) (1136,15.075460433959961) (1270,14.870065689086914) (1617,14.776893615722656) (296,14.727163314819336) (1259,14.587835311889648) (912,14.446229934692383) (1225,14.369441986083984) (2762,14.317770004272461)
5614: (2858,31.107215881347656)* (593,30.086458206176758)* (2028,27.649295806884766) (1270,26.198326110839844)* (912,25.84504508972168) (1265,25.20014190673828)* (919,24.611751556396484) (110,24.393329620361328) (1097,24.33884048461914) (2804,23.72634506225586)* (34,23.01014518737793) (1304,22.567323684692383) (1079,22.549686431884766)* (1387,22.289958953857422)* (904,22.283082962036133) (2918,22.225971221923828)* (480,21.913082122802734) (3421,21.732711791992188) (1207,21.722091674804688) (1234,21.539993286132812)
5615: (608,22.9117374420166) (593,22.23406219482422)* (318,21.7965087890625) (858,21.53175163269043) (1193,21.081775665283203) (296,20.486351013183594)* (912,19.791229248046875) (1225,19.705486297607422) (1265,19.504737854003906) (1197,19.415315628051758) (260,19.362422943115234) (50,19.16950225830078) (1230,19.06415557861328) (1259,18.84024429321289) (34,18.518268585205078)* (919,18.427852630615234) (1221,18.41096305847168) (1247,18.315345764160156) (1394,18.13968276977539) (908,18.008159637451172)
5616: (260,21.289615631103516)* (1193,20.889511108398438)* (912,20.829029083251953)* (1198,20.62181854248047) (608,19.861173629760742) (1225,19.675769805908203) (919,19.40874481201172) (527,19.2222843170166)* (593,19.178739547729492)* (1230,18.882240295410156)* (908,18.612327575683594) (1270,18.437320709228516)* (924,17.856342315673828) (111,17.808141708374023) (904,17.801027297973633) (318,17.71502113342285)* (1259,17.7147216796875) (1617,17.705936431884766) (1207,17.672168731689453) (923,17.603906631469727)
5617: (589,15.567981719970703) (1214,13.60583782196045)* (2916,13.256535530090332) (3527,12.23856258392334)* (780,12.194097518920898) (110,11.939291000366211)* (1270,11.554003715515137)* (1376,11.296529769897461) (457,11.264503479003906)* (1527,11.15351676940918) (541,11.099658966064453) (1127,10.914102554321289) (1387,10.825411796569824) (3702,10.409455299377441) (1097,10.340545654296875) (1197,10.254302978515625) (2028,10.248764991760254) (2985,10.109546661376953) (3703,10.089734077453613) (2115,10.001502990722656)
5618: (2858,15.951751708984375)* (2762,14.502374649047852)* (593,14.155628204345703) (260,13.983041763305664) (1196,13.77438735961914) (1197,13.664632797241211) (1210,13.561351776123047) (2396,13.270891189575195) (356,13.236398696899414)* (110,13.169322967529297) (608,12.955320358276367) (527,12.935702323913574) (296,12.737028121948242) (2997,12.51004695892334)* (50,12.39012336730957) (1617,12.335537910461426) (457,12.100545883178711)* (1259,11.779611587524414) (858,11.667372703552246) (3578,11.539900779724121)
5619: (2858,16.045005798339844) (318,14.01168441772461) (527,13.919942855834961) (593,13.785362243652344) (1265,13.685571670532227)* (2762,13.64094352722168) (608,13.599861145019531) (1,13.019258499145508) (356,12.926126480102539)* (34,12.589073181152344) (260,12.427616119384766) (1307,12.349506378173828) (1270,12.327253341674805) (296,12.279878616333008) (1196,12.265996932983398) (919,12.24439811706543) (1193,12.233617782592773) (912,12.207342147827148) (858,12.12812614440918) (1198,12.00487232208252)
5620: (1196,19.48634910583496) (1198,19.39612579345703) (480,17.8113956451416)* (2028,17.762601852416992) (1270,17.207782745361328)* (1036,16.99640464782715) (1197,16.413448333740234) (1291,16.332557678222656) (593,16.250797271728516)* (1580,16.10811424255371) (858,15.82992935180664) (2916,15.43113899230957) (1374,14.71573543548584) (527,14.5991792678833)* (2716,14.183549880981445)* (2858,14.07215690612793) (608,13.881027221679688) (541,13.880622863769531) (1221,13.844892501831055) (733,13.505867958068848)
5621: (593,23.735248565673828) (527,22.8547420501709) (1198,22.228046417236328)* (2028,21.326156616210938) (1225,20.711589813232422) (1197,20.700469970703125) (1136,20.383020401000977)* (908,19.96973419189453) (111,19.952709197998047)* (1259,19.905593872070312) (1230,19.78115463256836) (919,19.551612854003906) (1252,19.506153106689453) (2396,19.44747543334961) (1270,19.319149017333984) (1210,19.21615219116211)* (904,18.722732543945312) (1265,18.520204544067383) (2804,18.506820678710938) (589,18.389240264892578)
5622: (858,19.329532623291016) (912,19.316364288330078) (1193,18.834461212158203) (608,18.593088150024414) (1225,17.904033660888672) (1252,17.780147552490234) (908,17.730144500732422) (1247,17.65135955810547) (923,17.22754669189453) (2858,17.07209587097168) (919,16.880552291870117) (904,16.856281280517578) (1221,16.7745304107666) (750,16.73450469970703) (527,16.722793579101562) (1136,16.629802703857422)* (1207,16.479747772216797) (1617,16.466278076171875) (593,16.351892471313477) (260,16.05194854736328)
5623: (1196,23.02959442138672) (858,21.69091033935547) (2858,21.49558448791504) (2571,19.485374450683594) (1259,19.46118927001953) (1240,19.379108428955078)* (1097,19.256061553955078)* (1221,18.770315170288086) (1265,18.732696533203125)* (2396,18.688072204589844) (50,18.513519287109375) (919,18.32958221435547) (1,18.30542755126953) (1225,18.260234832763672)* (912,18.18006134033203) (2716,18.029394149780273) (1307,17.76324462890625)* (1213,17.698440551757812) (541,17.624130249023438) (1291,17.585569381713867)*
5624: (260,18.39154052734375)* (1196,17.873912811279297) (1198,17.486181259155273) (858,16.508441925048828) (589,16.356719970703125)* (593,16.049301147460938) (1240,15.735549926757812) (1214,15.059396743774414) (2858,14.962703704833984) (527,14.73911190032959) (1221,14.426092147827148) (318,14.249359130859375) (1036,14.225061416625977) (457,14.070388793945312) (1193,13.92909049987793) (50,13.847295761108398) (1136,13.738924026489258) (2762,13.728797912597656) (1097,13.68807601928711)* (1387,13.686141967773438)
5625: (2858,20.95915985107422)* (1193,20.86095428466797) (912,20.539962768554688) (1230,20.050167083740234)* (527,19.888442993164062) (1225,19.60153579711914) (318,18.96623992919922) (1247,18.855228424072266) (908,18.781326293945312) (1221,18.690311431884766) (260,18.642803192138672) (1136,18.548246383666992) (2396,18.485496520996094) (1196,18.44329071044922) (919,18.416717529296875) (111,18.300931930541992) (923,18.193344116210938) (2997,18.126394271850586) (1197,18.104700088500977) (1394,17.91744041442871)
5626: (260,20.767303466796875) (1198,20.1243896484375) (1196,20.008480072021484) (1210,18.839488983154297) (858,18.55819320678711) (1240,18.485424041748047) (589,17.811275482177734)* (1214,17.35161590576172) (1036,17.258995056152344) (1270,16.857101440429688) (2571,16.44778823852539) (1200,16.385923385620117)* (1221,16.336872100830078) (1097,16.099567413330078) (593,16.073368072509766) (457,15.98985481262207) (1197,15.577877044677734) (527,15.484172821044922) (541,15.406892776489258) (919,15.276140213012695)
5627: (858,25.448406219482422)* (260,24.172529220581055)* (2858,23.687740325927734) (919,21.21062469482422) (750,20.51622772216797) (1259,20.512569427490234) (50,20.45926284790039)* (1247,20.396636962890625) (1270,20.395309448242188) (1252,20.252111434936523)* (1210,20.029613494873047) (924,19.711566925048828) (1394,19.459012985229492) (1097,19.401870727539062) (2762,19.16269302368164) (1265,19.074853897094727) (1250,18.679140090942383) (1387,18.43547821044922) (2791,18.407350540161133) (2571,18.30264663696289)
5628: (260,15.126327514648438)* (1210,13.568609237670898) (2571,13.434995651245117) (858,12.354583740234375) (541,11.966060638427734) (1197,11.840007781982422) (2028,11.795820236206055) (480,11.642508506774902) (110,11.618680953979492) (1036,11.618583679199219) (1270,11.573369979858398) (593,11.324499130249023) (1291,11.097768783569336) (1221,10.899948120117188) (1580,10.843738555908203) (2916,10.780733108520508) (1374,10.762465476989746) (924,10.680185317993164) (608,10.621366500854492) (1097,10.537534713745117)
5629: (1230,21.289493560791016)* (527,20.36957359313965) (1252,20.23927116394043) (2858,20.047611236572266) (593,19.899646759033203) (923,19.805240631103516)* (1617,19.380943298339844)* (1207,19.160587310791016) (318,18.799083709716797) (1136,18.268077850341797) (1196,18.25618553161621)* (1213,18.010303497314453) (1208,17.85055923461914) (2396,17.620315551757812) (1250,17.414270401000977) (903,17.123218536376953) (1219,17.116313934326172)* (1259,17.091493606567383) (50,17.058284759521484) (1197,16.992807388305664)*
5630: (608,24.503583908081055)* (527,23.042835235595703) (296,22.14573097229004)* (1193,21.90163803100586) (912,20.490013122558594) (1213,20.322738647460938)* (2028,20.1967716217041) (2762,20.17790985107422) (1225,19.952316284179688)* (1196,19.759044647216797)* (1198,19.317873001098633)* (1221,19.15986442565918) (908,19.02633285522461) (1259,18.965618133544922) (1247,18.812646865844727)* (2324,18.328210830688477) (1,17.81014060974121)* (2804,17.7546443939209) (1704,17.668869018554688) (1270,17.595746994018555)
5631: (608,20.63697052001953) (2858,19.440383911132812) (912,18.942020416259766) (1230,18.323692321777344) (1617,18.076940536499023) (296,17.701705932617188) (111,17.49295997619629) (908,17.467294692993164) (1252,17.455541610717773) (1221,17.289215087890625) (923,17.17911148071289) (1213,17.0389347076416) (2997,16.601478576660156) (1207,16.588953018188477) (904,16.447057723999023) (50,16.242351531982422) (919,16.169979095458984) (2396,16.14208221435547) (750,16.12950897216797)* (260,15.643233299255371)
5632: (589,13.771736145019531) (1210,13.175878524780273) (260,13.123371124267578) (480,13.069538116455078) (110,12.91254997253418) (1196,12.760005950927734) (2028,12.650911331176758)* (457,12.20633316040039)* (1580,11.87337589263916) (1240,11.758613586425781) (2916,11.37757682800293) (1036,11.304872512817383) (593,11.248741149902344) (2762,11.229774475097656) (2628,11.060087203979492) (1291,10.987606048583984)* (1270,10.814616203308105) (780,10.811052322387695) (1197,10.72153091430664)* (356,10.634561538696289)
5633: (260,16.293643951416016) (1198,14.870462417602539)* (1240,14.117658615112305) (1214,13.931159973144531) (589,13.487997055053711) (1200,12.986379623413086) (2571,12.926977157592773) (1270,12.718011856079102)* (1221,12.466596603393555) (1197,12.433000564575195) (750,12.430356979370117) (593,12.20699691772461) (2028,12.131464958190918) (1097,12.08609390258789) (1193,11.971185684204102) (912,11.96278190612793) (1387,11.85319709777832) (608,11.833219528198242) (1036,11.784317016601562) (1136,11.620984077453613)
5634: (260,20.606042861938477)* (1196,19.95740509033203)* (1580,19.357332229614258)* (1198,19.332937240600586) (1240,18.042131423950195)* (110,17.65420913696289) (1291,17.618427276611328) (356,17.60453987121582)* (780,17.377151489257812) (2916,16.99427032470703)* (1036,16.931610107421875) (457,16.711360931396484) (1374,16.5450496673584) (2028,16.305679321289062) (1610,15.926177024841309) (1200,15.906282424926758) (1356,15.801244735717773) (1214,15.616382598876953) (380,15.345537185668945) (1265,15.219625473022461)*
5635: (912,12.036788940429688) (1193,11.274698257446289) (858,11.121240615844727) (1225,11.072376251220703) (1247,10.727608680725098) (527,10.727410316467285) (908,10.57518482208252) (608,10.57221508026123) (2396,10.434497833251953) (923,10.253351211547852) (1207,10.22523307800293) (904,10.131440162658691) (260,10.100567817687988) (1252,9.948736190795898) (2858,9.937128067016602) (593,9.926520347595215) (34,9.819273948669434) (318,9.80780029296875) (1196,9.655473709106445) (920,9.519886016845703)
5636: (858,31.334400177001953)* (2858,30.164052963256836) (912,28.942766189575195) (318,27.7490177154541) (1225,27.709949493408203)* (908,26.766191482543945) (1252,26.515705108642578)* (923,25.858211517333984) (2997,25.632343292236328) (919,25.44129180908203) (904,25.221206665039062)* (2028,24.926864624023438) (541,23.360992431640625)* (1288,23.31698989868164)* (1265,23.026287078857422)* (2762,22.677051544189453) (1234,22.675331115722656) (1079,22.60749053955078)* (1270,22.487895965576172) (1276,22.40229034423828)
5637: (2858,17.66136932373047) (608,16.71884536743164) (593,15.875547409057617) (527,15.536931991577148) (858,15.375925064086914) (318,15.320602416992188) (296,15.162862777709961) (1617,15.072144508361816) (1193,14.942659378051758) (2997,14.88089370727539) (2396,14.18304443359375) (50,14.175302505493164) (912,13.793425559997559) (2028,13.62570858001709) (2762,13.518135070800781) (1225,13.400360107421875) (1230,13.364093780517578) (1221,13.208440780639648) (260,13.126662254333496) (1196,13.055488586425781)
5638: (2858,19.088783264160156) (318,17.719560623168945)* (608,17.423267364501953) (593,17.2122802734375) (2396,16.623310089111328) (1193,15.582040786743164) (2997,15.478628158569336) (2762,15.353628158569336) (1617,15.198266983032227) (858,14.928098678588867) (1213,14.768075942993164) (1225,14.566307067871094) (50,14.398112297058105) (1265,14.360306739807129) (2324,14.133480072021484) (34,13.866058349609375) (356,13.54092788696289) (1247,13.482392311096191) (1230,13.440681457519531) (1358,13.279622077941895)
5639: (318,13.916412353515625) (296,13.787418365478516)* (1617,13.43821907043457) (2396,13.328093528747559) (1213,12.743598937988281) (1230,12.476840019226074) (858,12.469477653503418) (50,12.451305389404297) (912,12.054956436157227) (1225,11.822100639343262) (2324,11.80588150024414) (2762,11.751441955566406)* (2289,11.525470733642578) (1247,11.492086410522461) (923,11.385038375854492) (908,11.334689140319824)* (1252,11.165345191955566) (1094,11.154324531555176) (34,11.120060920715332) (1358,10.9254732131958)
5640: (318,9.539254188537598) (2028,9.383405685424805) (608,9.324851036071777) (296,9.193279266357422) (527,9.0311861038208) (2571,8.976557731628418) (2396,8.951577186584473) (50,8.776662826538086) (1617,8.748709678649902) (1196,8.567112922668457) (110,8.48611831665039) (3578,8.351176261901855) (1210,8.278194427490234) (1197,8.256240844726562) (589,8.207809448242188) (1198,8.202433586120605) (356,8.047306060791016) (1265,8.019630432128906) (223,7.957289695739746) (1,7.889926910400391)
5641: (2858,13.09341049194336) (356,12.72432804107666) (318,12.341461181640625) (1265,11.545592308044434) (593,11.349740982055664) (1393,10.87299919128418)* (2028,10.57727336883545) (150,10.21174144744873)* (11,10.204776763916016) (2355,10.174808502197266) (608,10.042985916137695) (2997,9.8436279296875) (1307,9.73158073425293) (3114,9.702220916748047)* (296,9.610380172729492) (2324,9.60351848602295)* (357,9.523423194885254) (2706,9.432831764221191) (3147,9.334135055541992) (39,9.3211669921875)
5642: (1210,8.694963455200195)* (1270,8.560729026794434) (1,8.521124839782715) (1097,8.344407081604004) (588,8.326539993286133)* (1196,8.209177017211914) (1198,7.8779730796813965) (595,7.857105255126953) (2081,7.833108901977539) (1028,7.782509803771973) (919,7.675475120544434) (1580,7.584245204925537) (480,7.553136825561523) (2716,7.357791900634766) (356,7.281854629516602) (2628,7.256824970245361) (2080,7.237185478210449) (2078,7.190069675445557) (1374,7.146946907043457) (594,7.110238552093506)
5643: (1193,31.197507858276367)* (1225,29.389230728149414) (296,28.498924255371094)* (1213,27.049774169921875) (1265,26.885765075683594) (923,26.605213165283203) (2762,26.537464141845703) (2028,26.24033546447754) (1196,26.04439926147461)* (1197,26.031139373779297)* (1259,25.827211380004883) (2324,25.339111328125) (1094,24.471824645996094) (750,24.239971160888672)* (2289,23.824832916259766)* (1358,23.82388687133789) (1288,23.66787338256836) (1097,23.5155029296875) (356,23.315723419189453) (903,23.19427490234375)
5644: (2762,10.312458992004395) (2396,9.69814395904541)* (2858,9.651606559753418) (2355,9.604486465454102)* (3114,9.046101570129395)* (480,8.987281799316406)* (1265,8.972890853881836) (1210,8.880453109741211) (1721,8.850018501281738) (1784,8.645011901855469) (2028,8.607462882995605) (588,8.594053268432617) (318,8.58331298828125) (1270,8.569995880126953) (597,8.470728874206543)* (3578,8.281181335449219) (593,8.275564193725586) (260,8.25713062286377) (1197,8.234392166137695) (2706,8.170589447021484)
5645: (1196,21.576053619384766)* (480,20.85281753540039)* (110,19.90991973876953)* (1240,19.719196319580078) (1580,19.566049575805664)* (2028,19.239107131958008)* (1270,19.1679744720459)* (1200,17.7330322265625) (593,17.45575523376465)* (356,17.314538955688477)* (780,17.000091552734375)* (1374,16.78286361694336)* (733,15.95450210571289) (3578,15.871673583984375)* (1387,15.708175659179688) (858,15.690580368041992) (3793,15.429880142211914) (1259,15.297660827636719)* (3527,15.22166633605957) (527,15.058801651000977)
5646: (260,19.09174346923828)* (1210,16.815990447998047)* (1270,16.131589889526367) (593,16.03590965270996) (608,15.6344633102417) (2028,15.53614616394043) (589,15.51591682434082) (2858,15.486066818237305)* (2571,15.325174331665039) (1193,15.104537010192871) (541,14.905499458312988)* (1259,14.743728637695312) (318,14.486592292785645) (1617,14.463300704956055) (919,14.427215576171875) (912,14.405960083007812) (110,14.354482650756836) (1036,14.247238159179688) (296,14.029557228088379) (750,13.975977897644043)*
5647: (589,18.15784454345703) (1240,17.635486602783203) (2028,17.56321907043457) (858,17.171424865722656)* (1270,16.863386154174805) (1197,16.616289138793945) (1036,16.41421127319336) (1214,16.37917709350586) (1200,15.860078811645508) (1097,15.351411819458008) (527,15.308334350585938) (1580,15.185211181640625) (1610,14.999322891235352) (2762,14.941753387451172) (541,14.771055221557617) (1259,14.654775619506836) (2916,14.53988265991211) (1617,14.454227447509766) (1374,14.26197338104248) (50,14.101486206054688)*
5648: (589,16.15610122680664)* (110,14.954839706420898) (1240,14.533166885375977)* (1580,13.865554809570312) (1270,13.724691390991211)* (1610,13.063529968261719) (1200,12.980438232421875) (2628,12.881690979003906)* (2858,12.464838027954102) (780,12.137710571289062) (1374,11.958637237548828) (3578,11.895798683166504) (1,11.844980239868164) (1387,11.802057266235352) (318,11.725030899047852) (1127,11.485979080200195) (50,11.23843765258789) (1259,11.16639518737793) (541,11.129592895507812) (1356,11.104007720947266)
5649: (2858,19.156713485717773)* (2762,17.114418029785156)* (356,16.18230438232422) (260,16.067174911499023) (1265,16.049545288085938) (1197,15.799406051635742) (1198,15.793935775756836) (1617,15.276948928833008) (1270,15.165243148803711) (1210,15.08360767364502) (2997,14.94959831237793) (1259,14.371292114257812) (1193,14.34947395324707) (1704,14.243246078491211)* (34,14.116317749023438) (1097,13.972323417663574) (1307,13.955016136169434) (1784,13.887382507324219) (1213,13.840076446533203) (589,13.78649616241455)
5650: (1196,16.95221710205078) (1198,16.524404525756836) (1210,16.309837341308594) (1197,15.83049488067627) (1097,15.681723594665527)* (2396,15.021583557128906) (356,14.523271560668945) (858,14.39700698852539) (2858,14.292587280273438) (1265,14.214487075805664) (912,14.185256958007812) (2716,14.102691650390625)* (593,14.073749542236328) (527,14.031744003295898) (2762,13.9841947555542) (1240,13.848203659057617) (480,13.788351058959961) (1307,13.722383499145508) (1136,13.64041519165039) (1580,13.567785263061523)
5651: (2858,13.921653747558594) (2028,12.77883243560791) (260,12.529277801513672) (2571,12.364021301269531) (1196,12.311416625976562) (318,12.297170639038086) (1210,12.220710754394531) (110,12.048606872558594) (356,11.954225540161133) (527,11.816938400268555) (1197,11.696094512939453) (589,11.663969039916992) (2396,11.56419563293457) (608,11.521942138671875) (480,11.341631889343262) (1270,11.336149215698242) (296,11.249200820922852) (1265,11.085803985595703) (457,11.03764533996582) (1617,10.977943420410156)
5652: (2858,19.062824249267578) (318,16.678325653076172) (2997,15.364157676696777) (2762,15.300209999084473) (1213,14.858171463012695) (2396,14.134944915771484) (858,13.777191162109375) (1193,13.528083801269531) (2599,12.946452140808105) (1358,12.676705360412598) (1265,12.633587837219238) (2959,12.48579216003418) (1259,11.913278579711914) (356,11.872793197631836) (1221,11.777372360229492) (3006,11.699359893798828) (1197,11.624900817871094) (1196,11.54919719696045) (1225,11.514920234680176) (1198,11.512228012084961)
5653: (527,23.114337921142578) (593,22.56804656982422) (1193,21.488693237304688) (2997,21.199459075927734) (1617,20.837350845336914) (912,20.0241756439209) (1213,19.780933380126953) (1230,19.634204864501953) (1247,18.890756607055664) (34,18.691335678100586) (2028,18.621906280517578) (2599,18.235187530517578) (908,18.07691764831543) (111,17.784229278564453) (923,17.772417068481445)* (1221,17.4981632232666)* (1307,17.370113372802734) (2289,17.15540885925293) (1252,17.119537353515625) (904,16.92671012878418)*
5654: (2858,25.829322814941406)* (593,22.217655181884766)* (2762,20.07398223876953)* (1213,19.30606460571289)* (2028,19.216312408447266)* (260,18.39784812927246) (1196,18.382843017578125) (1198,17.82030487060547)* (912,17.4036865234375) (1221,17.23479461669922) (1704,16.8305606842041)* (908,16.49604606628418) (2791,16.098356246948242) (2289,16.0534725189209) (3481,16.051301956176758)* (1089,16.038997650146484) (2959,15.970653533935547)* (223,15.967135429382324)* (919,15.913808822631836) (110,15.896936416625977)*
5655: (2858,15.487205505371094) (2762,14.815906524658203) (356,14.21015739440918) (608,13.146050453186035) (1704,12.645967483520508) (296,12.568826675415039) (1,12.563350677490234) (1198,12.251062393188477) (1617,12.220450401306152) (2571,12.1590576171875) (1784,12.155095100402832)* (260,12.089686393737793) (457,12.061275482177734) (1196,12.048566818237305) (1210,11.96928596496582) (50,11.967716217041016) (1197,11.80830192565918) (1721,11.659941673278809) (1393,11.62105941772461) (1270,11.58237361907959)
